Symbol	BREAST_BT549	BREAST_HS578T	BREAST_MCF7	BREAST_MCF7ADR	BREAST_MDAMB231	BREAST_MDAMB435	BREAST_T47D
PDCD6IP	3.009310964	3.044181516	2.908214872	2.802800593	3.117002041	3.118844572	3.178663423
PDCL3	2.488971376	2.515836791	2.891120823	2.828144042	2.605119982	2.597181989	2.46828357
PDE12	1.885568981	1.900410761	1.402530785	1.304628233	2.144940279	2.19437583	1.569280049
PDHB	2.492735574	2.590674179	2.465031004	2.507494687	2.804887666	2.788961662	2.738657811
PDIA3	3.310365763	3.361622282	3.04405221	3.144224943	3.297590957	3.363945468	3.701058473
PDIA4	2.438071493	2.251017244	2.268370892	2.338424749	2.434737098	2.42467366	2.409897561
PDIA6	3.199206472	3.336345335	3.011862158	3.041925691	3.272522832	3.321361247	3.085912325
PDLIM7	1.954304679	1.881253524	1.632218365	1.674054546	1.815469186	1.847687331	1.637388283
PDS5A	2.698175932	2.803183433	2.83519409	2.823653898	2.861795213	2.847900045	2.593955849
PEA15	2.4575226	2.854044122	1.986199058	1.958895571	2.799777866	2.787098678	2.303602907
PEBP1	2.639840033	2.633446723	2.942177491	2.876102662	2.871527896	2.830099629	2.934493681
PEF1	2.629998367	2.689896501	2.413042609	2.299735412	2.516378113	2.526807164	2.394779987
PEPD	2.476744414	2.589426418	2.157707227	2.187841721	2.414479834	2.397117467	2.187049377
PFAS	2.666459037	2.205933781	2.29159061	2.358222561	2.387432497	2.35776161	1.830096496
PFDN1	2.799145784	2.470429013	2.478872719	2.395639961	2.764659341	2.766852595	2.525334154
PFDN2	3.069259539	3.136073174	2.866321336	2.768907123	3.012167647	2.964956346	2.791621658
PFDN4	2.804277003	2.949388544	3.542205121	3.530342165	3.026399804	3.029941864	2.615568038
PFDN5	3.084683882	3.069344568	3.558103466	3.528688807	3.073860319	3.099263641	3.441997523
PFDN6	2.519092066	2.551463179	2.402544841	2.513559812	2.5360721	2.573893118	2.324221466
PFKL	2.332325044	2.359590227	2.595902298	2.537156616	2.420475153	2.449461011	2.301460796
PFKM	2.640049641	2.615534913	2.75513304	2.705392498	2.552288829	2.544795718	2.853327943
PFKP	2.974087321	3.049447004	2.315285018	2.412413557	3.288571945	3.245773101	2.51648985
PFN1	3.896971072	3.707183139	3.510699103	3.556514518	3.790308848	3.813314887	3.362436001
PGAM5	1.848694413	1.984640346	1.828682252	1.931011742	1.946133618	1.863120598	1.929564692
PGD	3.165698748	2.351068363	2.85642679	2.69469538	2.705408775	2.703786325	2.784427925
PGK1	1.520840766	1.1536473	1.032731769	0.988628882	2.131983282	2.096685155	1.284671621
PGLS	2.592769807	2.787366144	2.587024377	2.456124202	2.666239708	2.653511368	2.517560828
PGM1	2.603736119	2.857273729	1.729167022	1.786569557	2.934896446	2.927138297	2.513042655
PGM3	2.608264873	2.306571472	1.918323901	1.984984811	2.4294535	2.386262799	2.237055308
PGP	1.524679055	1.565400216	1.781271718	1.636375023	1.676680455	1.542033505	1.486236159
PGRMC1	2.555703159	2.553800052	2.807267727	2.741818001	2.82354837	2.820392106	2.546327894
PGRMC2	2.5330956	2.636406671	2.277419235	2.26086783	2.679744705	2.755814405	2.554716563
PHB	2.738573565	2.766395554	2.840660466	2.904649248	3.027112906	3.018992561	2.879827497
PHB2	3.495782006	3.283041547	3.625252768	3.567169265	3.365050809	3.324398582	2.910639405
PHGDH	3.005700321	3.119301555	2.89654702	2.878080902	1.623542005	1.678842298	2.783883764
PI4K2A	2.219701655	2.255330925	1.924767097	1.950732085	2.30536465	2.310124345	2.162494376
PIGS	2.131253671	2.246527396	2.350659213	2.293607525	2.469336298	2.469433435	2.607978303
PIGT	2.809936406	3.000634404	2.588652659	2.551878461	2.753740853	2.701868047	2.806587645
PIK3C2G	0.648371958	0.193347373	0.741237332	0.721023023	0.323970306	0.195868604	0.565839119
PIN1	2.433199979	2.385022352	2.120910174	2.195926834	2.517968336	2.5471238	2.162520715
PITHD1	1.215664239	1.483509596	0.998680393	0.79017591	1.04891377	1.143028865	1.025577656
PITPNB	3.046422273	3.18766146	2.873876928	2.900942351	2.941303154	2.959045752	2.694468753
PKN2	2.599558051	2.514097538	2.302178927	2.329400043	2.728931972	2.700252141	2.406632825
PLAA	2.060552162	1.489693915	1.134123792	1.330632523	1.543924378	1.392951014	1.303535282
PLEC	2.593726753	2.870093725	2.409728514	2.118673009	2.785960448	2.783549799	2.408219244
PLOD1	2.705475364	2.901792744	1.925001881	1.859589441	2.398039287	2.381915571	2.180595615
PLOD2	2.72238092	2.870278549	2.116121026	1.911092837	2.756322953	2.75983324	2.885572599
PLOD3	2.992201316	3.118688626	2.609861091	2.607864578	2.808326149	2.790027103	2.221110477
PLP2	3.299015582	3.139273318	2.848130173	2.584470129	3.79214727	3.757900383	3.186320007
PLS3	3.433067556	3.379571669	2.713280389	2.872789067	3.336498956	3.390713309	2.842587218
PMM2	2.197233574	1.999534333	2.010885027	2.004834081	2.012000154	2.026306478	2.092967749
PMPCA	2.696562621	2.378427442	2.65129063	2.696187852	2.436571245	2.415321015	2.665759133
PMPCB	2.740800557	2.842058829	3.355491318	3.272819247	2.90540039	2.905047361	2.850414734
PMVK	2.601322191	2.304803747	2.713948448	2.750282573	2.359937904	2.348105837	2.740238497
PNP	2.28463295	2.257188108	2.130560631	1.998448131	2.572836386	2.537449734	2.074598599
PNPLA6	2.268489576	2.713550241	2.002511244	1.945701312	2.514396256	2.492538361	1.858181389
PNPT1	2.870951777	2.820382454	2.70290067	2.717052423	2.670950981	2.64577445	2.451955531
POFUT1	2.141780822	2.242789734	1.821745659	2.012053599	2.326649435	2.243121217	2.137223205
POGLUT1	1.892000233	2.032964226	1.917992376	2.212923071	1.903048456	1.980455774	2.069740916
POLE3	2.772604264	2.373844795	2.61365027	2.650709107	2.736058385	2.767215446	2.681698857
POLR1C	2.393031178	2.489442675	2.430750673	2.437639709	2.419456704	2.389527316	2.2914104
POLR2A	2.047175774	2.076246766	2.012889527	2.135096616	2.008140346	1.969885221	2.072867624
POLR2B	3.058435594	3.196853086	3.018187366	3.069687032	3.205803567	3.208366626	2.952319357
POLR2E	2.82923771	2.884324386	2.639863145	2.641480052	2.941339557	2.963363502	2.640250971
POLR2H	2.773359958	2.825874021	3.011694524	2.918742568	2.828727876	2.790467119	3.051747111
POLR3C	2.627483415	2.317579282	2.661850414	2.765099011	2.376047075	2.362944726	2.261246999
POR	2.325019099	2.243954129	2.194658002	2.064871207	2.163574392	2.163093006	2.260975901
PPA1	3.354419631	3.272085006	3.590722143	3.595589585	3.545918453	3.549327545	3.224210458
PPCS	2.487328414	2.714595152	2.554521195	2.514352654	2.424316322	2.412621121	2.574000877
PPIA	4.028112179	3.95073742	3.930079377	3.84394977	4.077208808	4.073229383	3.998967217
PPIB	3.577051573	3.611951755	3.399936632	3.275761635	3.542819907	3.541103612	3.689882608
PPIC	2.940451597	3.100536432	3.176198581	3.224050771	2.571636541	2.614551246	3.189757929
PPIF	2.722913522	2.263774608	2.567591569	2.551714395	3.035009143	3.035086447	2.605191159
PPIH	2.666436669	2.420587656	2.601151729	2.520594773	2.673618218	2.707595903	2.400397069
PPIL1	2.642981402	2.346080588	2.476722238	2.61335234	3.056562464	3.060410701	2.537692508
PPM1G	2.561329646	2.551209508	2.692429663	2.6521844	2.787499902	2.774481431	2.311057434
PPME1	2.356280412	2.519859373	2.442334989	2.371353294	2.895343599	2.927860152	2.558084416
PPP1CA	3.097473124	2.862814524	3.249077098	3.149571919	3.303362484	3.312827216	3.097758416
PPP1CB	2.791348472	2.695472839	2.730800857	2.741737125	2.778898431	2.723555041	2.51777321
PPP1CC	3.141043033	3.042269124	3.399120492	3.381375955	3.383955478	3.392517974	3.378037422
PPP1R12A	2.749339209	2.653896861	2.799060319	2.785193094	2.652147856	2.676979073	2.574835062
PPP1R14B	3.010304736	3.016376643	2.740756236	2.832417961	3.004658045	3.026303992	2.6575187
PPP1R2	2.231415795	2.617101397	2.639623782	2.849029899	2.21030959	2.163962996	2.879189151
PPP1R7	1.84536118	1.597896671	1.711950581	1.694626973	1.844495358	1.800361028	1.8336883
PPP2CA	3.1670903	2.867038973	3.11184943	3.128677663	3.154479223	3.160677349	3.063621305
PPP2R1A	2.807657084	2.672354207	2.807997587	2.793468138	2.81699951	2.832640631	2.62689846
PPP2R2A	3.059707163	3.06683331	2.607705255	2.634217935	2.599119917	2.590026493	2.546686067
PPP2R4	2.330246025	2.234444193	2.449987665	2.446286025	2.269613186	2.289240464	2.466990432
PPP2R5D	2.311696351	2.439307782	2.152536939	2.182544737	2.50114034	2.653960103	2.154382673
PPP2R5E	2.918737575	2.793120846	2.981861582	2.956921025	2.771165653	2.749591804	2.911173701
PPP4C	2.769827973	2.600796228	2.947160533	2.904394633	2.808179626	2.798396289	2.900323388
PPP6C	2.825821402	2.888258432	2.782352731	2.688199015	2.902582154	2.88827105	3.088080627
PRDX1	3.581338812	3.434972432	3.470029937	3.456595319	3.505317349	3.497490149	3.451551221
PRDX2	3.336812578	3.263448303	3.723773325	3.697211176	3.347290199	3.321134135	3.163615341
PRDX3	2.99404262	2.916510867	3.153237208	3.164339807	3.337803648	3.331989374	2.88257248
PRDX4	3.585991972	3.288721481	3.129940888	3.234124549	3.400438259	3.381842821	3.380711529
PRDX6	3.232483429	3.610417496	3.346460105	3.360967637	3.473051429	3.470164391	3.448988748
PREP	2.441952817	2.279530128	2.188138229	2.164717009	2.364213832	2.389434391	2.194823977
PRKACA	2.078013789	2.016704644	1.865357755	1.843442705	2.070904985	2.036195837	1.887903412
PRKAR1A	3.076492392	3.138979307	3.248214195	3.3783105	3.234852606	3.316366446	3.425418022
PRKCSH	2.812319566	2.80759645	2.653599234	2.595058001	2.659700965	2.619821673	2.700845229
PRKDC	3.377321345	3.061789526	2.680659518	2.611406843	2.785711014	2.801676493	2.785177984
PRMT1	3.182162914	3.341470784	3.289153738	3.276794337	3.257196205	3.236701048	2.87633849
PRMT5	2.649963154	2.425163274	2.394553153	2.554922693	2.613819862	2.602121982	2.389496067
PROSC	2.827343326	2.784656858	2.192500023	2.064688888	2.39853878	2.303992091	2.664218
PRPF19	2.644960093	2.578591607	2.631219837	2.701842963	2.584467554	2.593203811	2.776946701
PRPF38B	2.068710508	1.908978248	2.28915322	2.399579881	2.315758542	2.296157765	1.938420345
PRPF4	2.726583537	2.493910685	2.531902753	2.413226172	2.742139698	2.735844694	2.629694299
PRPF40A	1.700030087	1.637643223	1.872406425	1.956085139	1.670340272	1.618541783	1.424385662
PRPF8	3.113164005	2.936596868	3.129911492	3.019712396	3.119145573	3.092316894	2.825004051
PSAT1	3.346082563	3.291739007	2.360702674	2.410646385	2.824294079	2.744457153	2.213012037
PSIP1	3.056564839	2.818639332	2.235451134	2.120971694	2.354375424	2.340360032	2.096416249
PSMA1	3.120617048	3.13394181	3.014799918	3.009273998	3.431357223	3.409114795	3.062504297
PSMA2	2.282362095	1.872767179	2.090948128	2.159488382	2.197229056	2.189264472	2.040226448
PSMA3	3.132805945	2.967731843	3.12978296	3.089030881	3.245007667	3.236660438	3.161019789
PSMA4	3.114924391	3.060542745	3.268166249	3.259037047	3.144463063	3.132363819	3.131950142
PSMA5	3.05464154	2.928210307	3.087538287	3.076997371	3.265640075	3.265808719	2.809889004
PSMA6 	3.485677572	3.331729475	3.448855365	3.481343185	3.55218847	3.539389552	3.557851593
PSMA7	3.268549232	3.249649055	2.990902513	2.963926118	3.298940297	3.297528328	3.069725539
PSMB1	3.347077196	3.245628159	3.322159443	3.358188173	3.58274556	3.568588616	3.244264363
PSMB2	3.276060512	3.212319389	2.843963645	2.814752091	3.142885849	3.145386172	2.952181025
PSMB3	3.12575764	2.959423553	2.96983507	2.846150737	3.324280202	3.30931785	3.329979603
PSMB4	3.287942407	3.212139637	3.488803545	3.494280545	3.035525952	3.011375382	3.293022796
PSMB5	3.107569833	2.866178719	3.06845256	3.032158193	3.07911601	3.064999648	2.774357796
PSMB6	3.150401206	2.77351043	2.981131915	3.030525747	3.144245159	3.134563821	2.882883831
PSMB7	3.441005081	3.13426091	3.100853086	3.062444202	3.288032117	3.290534164	3.270919291
PSMC1	3.166660646	3.091788853	3.094938937	3.112982014	3.238856544	3.202803512	3.151348784
PSMC2	2.592676643	2.559403974	2.825404574	2.81149136	2.5266482	2.547019692	2.342989781
PSMC3	2.943885423	2.734928684	2.889129921	2.805655699	3.213086028	3.209561263	3.021313432
PSMC4	2.90285177	2.931539455	2.887143004	2.8032117	2.919882751	2.894866819	2.763853906
PSMC5	2.80946503	2.812269676	3.148036957	3.120696233	2.952675946	2.957513146	3.129050087
PSMC6	2.872003081	2.849240882	2.872357557	2.942364358	2.990837481	2.966831611	3.034719821
PSMD1	2.614346351	2.470776787	2.21349406	2.29421241	2.667238547	2.657263245	2.471651136
PSMD12	2.561086002	2.746613483	2.885312964	2.839465881	2.934324915	2.932439615	2.834075238
PSMD14	3.138650402	3.061815779	2.924482583	2.855647694	3.217274409	3.207080946	2.833716181
PSMD3	2.503227162	2.612458751	2.453526044	2.470283632	2.727027332	2.765959946	2.723151186
PSMD4	3.140665738	2.944029885	3.350949006	3.275317115	3.07281099	3.045080095	3.057861059
PSMD5	2.740951628	2.614395498	2.462206695	2.408509171	2.603385252	2.597777623	2.763651101
PSMD6	2.967422249	3.072309759	3.763665344	3.763667645	3.058006629	3.04348771	2.77887656
PSMD7	2.789634879	2.628393074	2.909579424	2.989337466	2.706891272	2.645288982	2.682070983
PSMD9	2.499636296	2.682500012	2.710716792	2.723526583	2.709210103	2.732197241	2.684975013
PSME1	3.214122174	3.134527839	3.110987613	3.047872909	3.287592193	3.29435661	3.015636455
PSME2	3.385105971	3.14175623	2.932446361	2.990307953	3.252436569	3.257758529	2.948382126
PSME3	2.618965263	2.590566149	2.477976221	2.49984052	2.738818427	2.719883604	2.690475113
PSMF1	2.522365923	2.766930563	2.510848988	2.41751497	2.643086648	2.657421332	2.68893234
PSMG1	2.942482272	2.908765184	2.742505619	2.787343144	2.889821455	2.887803779	2.575759481
PSPC1	2.105523003	1.637250423	2.378455125	2.400845424	1.795159319	1.854886847	1.850570333
PSPH	2.992661213	2.534106172	1.941598144	1.963783634	2.831900808	2.856892409	2.440354449
PTBP1	3.156025704	2.981163593	3.017359631	2.945353565	3.206900861	3.177050477	2.883370078
PTGES2	2.438445481	2.365664656	2.440360016	2.418065768	2.306780136	2.305204567	2.394031592
PTGES3	3.662165387	3.505270146	3.610994473	3.548305045	3.624843133	3.626395977	3.763833241
PTMA	3.563414046	3.305628757	3.497175625	3.640172101	3.442180216	3.434321035	3.292340265
PTPLAD1	2.487063636	2.601028519	2.786386097	2.83048736	2.697594862	2.645604682	2.647049855
PTPN1	1.897818663	2.251522592	1.91169225	2.193173208	2.423271678	2.419694584	2.188490797
PUS1	2.081864429	2.191503722	2.294532191	2.323091028	2.009684299	2.019754834	2.195748505
PUS7	2.532702343	2.728154836	2.919483825	2.961472476	2.397108353	2.381979894	2.086610575
PXMP2	2.361672338	2.065130498	2.127569254	2.165042319	2.257841033	2.299972863	2.381373502
PYCR1	2.638347449	2.864287505	2.697479415	2.707738668	2.667114203	2.684693996	2.87156377
PYCR2	2.133907149	2.16753502	1.98298896	2.065267973	2.319404658	2.316066075	2.099051605
PYGB	2.745214478	2.826716957	2.431526026	2.465170933	2.638075403	2.587846264	2.374787633
RAB10	2.972326391	3.103479897	3.017459746	3.130270996	3.107756792	3.103661265	2.921545826
RAB11B	1.766912126	1.693592599	1.670990687	1.65320377	1.895713912	1.76217773	1.691776479
RAB12	0.859710035	1.12607876	1.523280876	1.734650477	0.888839036	0.829388026	0.594772064
RAB13	3.20794789	3.234328581	3.387187306	3.350473431	3.035222678	2.994064247	3.384651552
RAB14	2.819666688	2.712210475	2.98406642	2.976100451	2.821642653	2.809893436	2.929263869
RAB18	2.703913136	2.813255577	2.79083283	2.848488675	2.709594917	2.781059633	3.262370851
RAB1A	2.67096679	2.905671909	2.872041305	2.898268549	2.873547873	2.887648503	2.815251503
RAB1B	2.563093382	2.61139285	2.82747046	2.706718925	2.85117377	2.842364157	2.880548807
RAB21	2.568484765	2.411748985	2.769653547	2.834702072	2.420528508	2.401427888	2.620269583
RAB22A	2.549446974	2.471103204	2.653082351	2.641367297	2.476275378	2.442220162	2.407164184
RAB23	2.569080898	2.69378989	1.742326593	1.637370828	2.166661496	2.114975173	1.688112305
RAB27A	1.62940201	1.944601964	1.855715098	1.934038449	2.28647406	2.264270408	2.000321241
RAB2A	2.571886291	2.567493526	2.616536213	2.623870164	2.531130194	2.53771549	2.646020762
RAB34	2.863739644	3.061437014	2.574324948	2.371102081	3.142829645	3.148811133	2.543890217
RAB35	1.429722109	1.317216953	1.429269432	1.486064936	1.65765722	1.64880409	1.686505479
RAB39A	1.123762423	1.039482671	1.020465769	1.077386737	1.117273864	1.094039222	1.111725091
RAB3D	1.554278749	1.750402866	1.958611828	1.933401238	1.616912666	1.564663066	1.862485651
RAB3GAP2	2.384402326	2.349557995	2.063569365	2.01772501	2.368022594	2.35654652	2.5279379
RAB5A	2.480385669	2.590843358	2.673927595	2.665969071	2.578021273	2.539856609	2.485925031
RAB5B	2.221869201	2.200693124	2.406966045	2.325130307	2.372894526	2.319903339	2.605788632
RAB5C	2.064173488	2.203189535	2.225384649	2.174805385	2.317400852	2.357922332	2.304249745
RAB7A	2.705436766	2.731375696	2.607026059	2.544412962	2.655561629	2.667746959	2.811436129
RAB8A	2.835459039	2.720302376	2.870602256	2.804224402	3.051014945	3.03804066	2.710881202
RABAC1	2.975380992	3.311930515	2.737098172	2.645507338	3.007265819	3.005841935	2.8391209
RABL3	1.925382196	2.22161172	2.003608493	1.918849405	1.775088609	1.796288355	1.982460657
RAD23B	2.545448239	2.36028583	2.488865261	3.161357216	2.504331631	2.591312076	2.647773282
